iso3,variable,years,n_obs,from_workbook,source_name,source_url,retrieval,local_file,note,outcome,superseded_source_name,superseded_source_url
DNK,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
DNK,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
DNK,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=DK&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
DNK,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
DNK,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
DNK,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ESP,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ESP,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=ES&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ESP,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=ES&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ESP,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=ES&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ESP,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ESP,irregular_stock,2017-2017,1,FILE2,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,ARCHIVED,irregular_stock__dccd321871__www.pewresearch.org.html,,DOWNLOADED,,
ESP,irregular_stock,2018-2022,5,FILE2,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 1",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,ARCHIVED,irregular_stock__6fb352cb1d__www.funcas.es.pdf,,DOWNLOADED,,
ESP,irregular_stock,2019-2019,1,FILE2,"Fundacion porCausa (2020), Una fotografia de la inmigracion irregular en Espana",https://porcausa.org/wp-content/uploads/2020/07/RetratodelairregularidadporCausa.pdf,ARCHIVED,irregular_stock__b293f77eed__porcausa.org.pdf,,DOWNLOADED,,
ESP,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ESP,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FIN,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FIN,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=FI&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FIN,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=FI&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FIN,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=FI&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FIN,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FIN,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FIN,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FRA,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FRA,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=FR&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FRA,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=FR&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FRA,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=FR&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FRA,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FRA,irregular_stock,2014-2017,4,FILE2,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,ARCHIVED,irregular_stock__dccd321871__www.pewresearch.org.html,,DOWNLOADED,,
FRA,irregular_stock,2014-2017,1,TRACED,"Pew Research Center (2019), Appendix B: unauthorized immigrant population trends WITH waiting asylum seekers, by country",https://www.pewresearch.org/global/2019/11/13/eu-unauthorized-immigrants-appendix-b-unauthorized-immigrant-population-trends-with-waiting-asylum-seekers-by-country/,ARCHIVED,irregular_stock__Pew2019_AppendixB_published_ranges.pdf,The published range table. Panel values are midpoints of these ranges and are flagged as derived.,DOWNLOADED,,
FRA,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
FRA,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
GBR,foreign_born,2010-2019,10,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=UK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
GBR,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
GBR,foreign_born,2020-2020,1,FILE2,"ONS, Population of the UK by country of birth and nationality",https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/ukpopulationbycountryofbirthandnationality/yearendingjune2020,ARCHIVED,foreign_born__e1040217f2__www.ons.gov.uk.html,,DOWNLOADED,,
GBR,foreign_born,2021-2021,1,FILE2,"ONS, Population of the UK by country of birth and nationality",https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/ukpopulationbycountryofbirthandnationality/yearendingjune2021,ARCHIVED,foreign_born__f269f649a7__www.ons.gov.uk.html,,DOWNLOADED,,
GBR,foreign_nationals,2010-2019,10,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=UK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
GBR,foreign_nationals,2020-2020,1,FILE2,"ONS, Population of the UK by country of birth and nationality",https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/ukpopulationbycountryofbirthandnationality/yearendingjune2020,ARCHIVED,foreign_born__e1040217f2__www.ons.gov.uk.html,,DOWNLOADED,,
GBR,foreign_nationals,2021-2021,1,FILE2,"ONS, Population of the UK by country of birth and nationality",https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/ukpopulationbycountryofbirthandnationality/yearendingjune2021,ARCHIVED,foreign_born__f269f649a7__www.ons.gov.uk.html,,DOWNLOADED,,
GBR,irregular_proxy_detections,2010-2019,10,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
GBR,irregular_stock,2017,1,TRACED,"Pew Research Center (2019, revised 18 March 2025), Appendix E: updated estimates for Europe and the United Kingdom",https://www.pewresearch.org/global/2019/11/13/eu-unauthorized-immigrants-appendix-e-updated-unauthorized-immigrant-population-estimates-for-europe-and-the-united-kingdom-2014-2017/,ARCHIVED,irregular_stock__Pew2019_AppendixE_revised_ranges.pdf,"Pew revised its UK estimates in March 2025 after an ONS data problem. Panel value is the midpoint of the revised 700,000-900,000 range.",DOWNLOADED,,
GBR,irregular_stock,2017-2017,1,FILE2,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off - Appendix E corrected estimates",https://www.pewresearch.org/global/2019/11/13/eu-unauthorized-immigrants-appendix-e-updated-unauthorized-immigrant-population-estimates-for-europe-and-the-united-kingdom-2014-2017/,ARCHIVED,irregular_stock__dc9847ae35__www.pewresearch.org.html,,DOWNLOADED,,
GBR,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
GBR,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HRV,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HRV,foreign_born,2011-2011,1,FILE2,"Croatian Bureau of Statistics, Census 2011",https://web.dzs.hr/eng/censuses/census2011/results/htm/e01_01_25/E01_01_25.html,ARCHIVED,foreign_born__a2e888f94b__web.dzs.hr.html,,DOWNLOADED,,
HRV,foreign_born,2013-2022,10,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=HR&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HRV,foreign_nationals,2011-2011,1,FILE2,"Croatian Bureau of Statistics, Census 2011",https://web.dzs.hr/eng/censuses/census2011/results/htm/e01_01_06/e01_01_06_RH.html,ARCHIVED,foreign_nationals__f43cbc3a6d__web.dzs.hr.html,,DOWNLOADED,,
HRV,foreign_nationals,2013-2022,10,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=HR&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HRV,irregular,2013-2022,10,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=HR&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HRV,irregular_proxy_detections,2013-2022,10,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HRV,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HRV,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HUN,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HUN,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=HU&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HUN,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=HU&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HUN,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=HU&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HUN,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HUN,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
HUN,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
IND,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
IND,foreign_born,2010-2020,3,FILE2,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
IND,foreign_born,2011-2011,1,FILE2,"Chandrasekhar S. and Sharma A., Migration in India: trends and characteristics, Demography India Vol. 51 No. 1 (2022) pp.160-175 (Census of India 2011 place-of-birth data)",https://iasp.ac.in/uploads/journal/10.%20Migration%20in%20India%20trends%20and%20characteristics-1669206793.pdf,ARCHIVED,foreign_born__e47d30324c__iasp.ac.in.pdf,,DOWNLOADED,,
IND,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
IND,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISL,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISL,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IS&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISL,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IS&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISL,irregular,2016-2021,4,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=IS&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISL,irregular_proxy_detections,2016-2019,3,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISL,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISL,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISR,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISR,foreign_born,2010-2022,13,FILE2,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/ISR.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISR,irregular_stock,2020-2022,3,FILE2,"Israel Population and Immigration Authority (רשות האוכלוסין וההגירה), Foreigners in Israel (נתוני זרים בישראל), Q1 2022",https://www.gov.il/BlobFolder/generalpage/foreign_workers_stats/he/zarim_2022_q1.pdf,ARCHIVED,irregular_stock__PIBA_zarim_2022_q1.pdf,Refused the first request; retrieved with a full browser header set.,RECOVERED,,
ISR,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ISR,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
