country,iso3,iso2,m49_code,in_wave1,in_wave2,year,population,population_grade,population_source,population_url,population_un_wpp2024,population_wb_vs_unwpp_pct,foreign_born,foreign_born_pct_pop,foreign_born_ref_date,foreign_born_source,foreign_born_url,foreign_born_note,foreign_nationals,foreign_nationals_pct_pop,foreign_nationals_ref_date,foreign_nationals_source,foreign_nationals_url,foreign_nationals_note,irregular_stock,irregular_stock_pct_pop,irregular_stock_ref_date,irregular_stock_source,irregular_stock_url,irregular_stock_note,irregular_stock_n_estimates,irregular_proxy_overstayers,irregular_proxy_overstayers_ref_date,irregular_proxy_overstayers_source,irregular_proxy_overstayers_url,irregular_proxy_overstayers_note,irregular_proxy_detections,irregular_proxy_detections_ref_date,irregular_proxy_detections_source,irregular_proxy_detections_url,irregular_proxy_detections_note,irregular_proxy_absconded_workers,irregular_proxy_overstayers_pct_pop,irregular_proxy_detections_per_1000_pop,population_verification,foreign_born_grade,foreign_born_verification,foreign_nationals_grade,foreign_nationals_verification,irregular_stock_grade,irregular_stock_verification,irregular_proxy_overstayers_grade,irregular_proxy_overstayers_verification,irregular_proxy_detections_grade,irregular_proxy_detections_verification,irregular_proxy_absconded_workers_source,irregular_proxy_absconded_workers_url,irregular_proxy_absconded_workers_note,irregular_proxy_absconded_workers_ref_date,irregular_proxy_absconded_workers_grade,population_derived,population_derivation,population_published_range,foreign_born_derived,foreign_born_derivation,foreign_born_published_range,foreign_nationals_derived,foreign_nationals_derivation,foreign_nationals_published_range,irregular_stock_derived,irregular_stock_derivation,irregular_stock_published_range,irregular_proxy_overstayers_derived,irregular_proxy_overstayers_derivation,irregular_proxy_overstayers_published_range,irregular_proxy_detections_derived,irregular_proxy_detections_derivation,irregular_proxy_detections_published_range,irregular_proxy_absconded_workers_derived,irregular_proxy_absconded_workers_derivation,irregular_proxy_absconded_workers_published_range,irregular_proxy_absconded_workers_verification
Bulgaria,BGR,BG,100,1,0,2019,6616726,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,6975469,-5.142923006324019,162346.0,0.0245356993776075,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country); Eurostat series starts in 2011,91243.0,0.0137897503992155,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,655.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,0.0989915556424733,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,BG,100,1,0,2020,6550696,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,6933652,-5.523149993682982,176321.0,0.0269163765193805,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country); Eurostat series starts in 2011,100768.0,0.0153827929123867,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,670.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,0.1022792081940606,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,BG,100,1,0,2021,6507301,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,6877225,-5.378971896368085,188519.0,0.0289703826517322,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country); Eurostat series starts in 2011,108438.0,0.01666405165521,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),,,,,,,,,,,,,3200.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,0.4917553375815872,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,BG,100,1,0,2022,6465097,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,6825864,-5.285294286554787,142214.0,0.0219971950923551,1 January,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country); apparent break in series (population census re-basing); Eurostat series starts in 2011,63861.0,0.0098778100313112,1 January,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless); apparent break in series (population census re-basing),,,,,,,,,,,,,10135.0,Full calendar year (flow),"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat.",,,1.567648559642647,,A,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2010,17181464,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,17181464,0.0,352344.0,0.0205072163815609,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2011,17351816,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,17351816,0.0,369436.0,0.0212909127206051,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2012,17519119,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,17519119,0.0,388229.0,0.0221603038371963,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2013,17687006,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,17687006,0.0,415540.0,0.0234940837358227,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2014,17864195,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,17864195,0.0,441529.0,0.0247158632113005,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2015,18047625,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,18047625,0.0,465319.0,0.0257828384621245,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2016,18267221,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,18267221,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2017,18558868,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,18558868,0.0,746435.0,0.0402198560817394,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,746465.0,0.040221472559641,31 December,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/CHL.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",Foreign nationals resident in Chile; OECD IMD series based on INE/SERMIG estimates of foreign residents. Reference date 31 December.,,,,,,,,,,,,,,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2018,18893191,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,18893191,0.0,,,,,,,1306859.0,0.0691708986586755,31 December,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/CHL.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",Foreign nationals resident in Chile; OECD IMD series based on INE/SERMIG estimates of foreign residents. Reference date 31 December.,59682.0,0.0031589158231661,31 December,"Instituto Nacional de Estadisticas (INE) and Servicio Nacional de Migraciones (SERMIG), Estimacion de Personas Extranjeras Residentes Habituales en Chile 2023 - Sintesis (2023 revised methodology)",https://www.ine.gob.cl/docs/default-source/demografia-y-migracion/publicaciones-y-anuarios/migraci%C3%B3n-internacional/estimaci%C3%B3n-poblaci%C3%B3n-extranjera-en-chile-2018/sintesis-epe2023.pdf?sfvrsn=cc51129c_10,"Reference date 31 December 2018. Modelled stock estimate, REVISED under the 2023 methodology which added Mineduc school-enrolment and SERMIG biometric-registration records. Substantially higher than the 2022-methodology value for the same year.",2.0,,,,,,,,,,,,,,,,,A,,B,The published figure appears in the archived source document.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2019,19197744,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,19197744,0.0,1306859.0,0.0680735715613251,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,1486810.0,0.0774471208700355,31 December,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/CHL.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",Foreign nationals resident in Chile; OECD IMD series based on INE/SERMIG estimates of foreign residents. Reference date 31 December.,115059.0,0.0059933604698552,31 December,"Instituto Nacional de Estadisticas (INE) and Servicio Nacional de Migraciones (SERMIG), Estimacion de Personas Extranjeras Residentes Habituales en Chile 2023 - Sintesis (2023 revised methodology)",https://www.ine.gob.cl/docs/default-source/demografia-y-migracion/publicaciones-y-anuarios/migraci%C3%B3n-internacional/estimaci%C3%B3n-poblaci%C3%B3n-extranjera-en-chile-2018/sintesis-epe2023.pdf?sfvrsn=cc51129c_10,"Reference date 31 December 2019. Modelled stock estimate, REVISED under the 2023 methodology which added Mineduc school-enrolment and SERMIG biometric-registration records. Substantially higher than the 2022-methodology value for the same year.",2.0,,,,,,,,,,,,,,,A,,A,,B,The published figure appears in the archived source document.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2020,19370624,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,19370624,0.0,1486810.0,0.076755916587922,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,1534813.0,0.0792340504879966,31 December,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/CHL.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",Foreign nationals resident in Chile; OECD IMD series based on INE/SERMIG estimates of foreign residents. Reference date 31 December.,130017.0,0.0067120708140326,31 December,"Instituto Nacional de Estadisticas (INE) and Servicio Nacional de Migraciones (SERMIG), Estimacion de Personas Extranjeras Residentes Habituales en Chile 2023 - Sintesis (2023 revised methodology)",https://www.ine.gob.cl/docs/default-source/demografia-y-migracion/publicaciones-y-anuarios/migraci%C3%B3n-internacional/estimaci%C3%B3n-poblaci%C3%B3n-extranjera-en-chile-2018/sintesis-epe2023.pdf?sfvrsn=cc51129c_10,"Reference date 31 December 2020. Modelled stock estimate, REVISED under the 2023 methodology which added Mineduc school-enrolment and SERMIG biometric-registration records. Substantially higher than the 2022-methodology value for the same year.",2.0,,,,,,,,,,,,,,,A,,A,,B,The published figure appears in the archived source document.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2021,19456334,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,19456334,0.0,1534813.0,0.07888500474961,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,1630812.0,0.083819079174936,31 December,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/CHL.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",Foreign nationals resident in Chile; OECD IMD series based on INE/SERMIG estimates of foreign residents. Reference date 31 December.,53356.0,0.0027423460144136,31 December,"Instituto Nacional de Estadisticas (INE) and Servicio Nacional de Migraciones (SERMIG), Estimacion de Personas Extranjeras Residentes Habituales en Chile 2023 - Sintesis (2022 methodology series)",https://www.ine.gob.cl/docs/default-source/demografia-y-migracion/publicaciones-y-anuarios/migraci%C3%B3n-internacional/estimaci%C3%B3n-poblaci%C3%B3n-extranjera-en-chile-2018/sintesis-epe2023.pdf?sfvrsn=cc51129c_10,"Reference date 31 December 2021. Modelled stock estimate of foreign residents in irregular migratory status, built from census plus administrative records. This is the 2022-methodology series; INE revised 2018-2020 sharply upward in the 2023 methodology (recorded as separate rows).",1.0,,,,,,,,,,,,,,,A,,A,,B,The published figure appears in the archived source document.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CL,152,1,0,2022,19553036,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,19553036,0.0,1630812.0,0.083404541371478,See note,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/CHL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",OECD IMD foreign-born stock for Chile; derived from INE/SERMIG foreign-resident estimates and Censo 2017. NOTE: OECD labels this series one year later than the corresponding B15 foreign-national series (e.g. 1534813 appears as 2021 here and as 2020 under B15). Values recorded exactly as published.,1836137.0,0.0939054681840712,31 December,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/CHL.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",Foreign nationals resident in Chile; OECD IMD series based on INE/SERMIG estimates of foreign residents. Reference date 31 December.,109846.0,0.0056178488087476,31 December,"Instituto Nacional de Estadisticas (INE) and Servicio Nacional de Migraciones (SERMIG), Estimacion de Personas Extranjeras Residentes Habituales en Chile 2023 - Sintesis (2022 methodology series)",https://www.ine.gob.cl/docs/default-source/demografia-y-migracion/publicaciones-y-anuarios/migraci%C3%B3n-internacional/estimaci%C3%B3n-poblaci%C3%B3n-extranjera-en-chile-2018/sintesis-epe2023.pdf?sfvrsn=cc51129c_10,"Reference date 31 December 2022. Modelled stock estimate of foreign residents in irregular migratory status, built from census plus administrative records. This is the 2022-methodology series; INE revised 2018-2020 sharply upward in the 2023 methodology (recorded as separate rows).",2.0,,,,,,,,,,,,,,,A,,A,,B,The published figure appears in the archived source document.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,CN,156,1,1,2010,1337705000,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,1351561514,-1.025222593013254,1010008.0,0.0007550304439319,Mid-year / 30 June,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,"UN estimate (not annual); mid-year benchmark year only; retrieved from World Bank mirror of UN DESA International Migrant Stock, accessed 2026-08; latest UN revision is IMS 2024",593832.0,0.0004439185022108,Census reference date,National Bureau of Statistics of China - 2010 Population Census (Sixth National Population Census),https://www.stats.gov.cn/english/NewsEvents/201104/t20110429_26451.html,"Census count, reference date 1 Nov 2010; foreign nationals who had stayed or intended to stay more than three months in mainland China; excludes 426313 residents of Hong Kong SAR (234829), Macao SAR (21201) and Taiwan (170283) who are counted separately, giving a total of 1020145 persons from outside the mainland",,,,,,,,,,,,,,,,,,,,,,A,,B,The published figure appears in the archived source document.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,CN,156,1,1,2011,1345035000,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,1360250664,-1.118592653743413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,CN,156,1,1,2012,1354190000,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,1369520864,-1.119432671892467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,CN,156,1,1,2013,1363240000,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,1379008040,-1.143433507465265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,CN,156,1,1,2014,1371860000,A,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,1387951972,-1.15940409499991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
